name,symbol,token
HARSHA,HARSHA-BL,11172
SATIN,SATIN-BL,10450
765AS32,765AS32-SG,10765
HDFC1204DD,HDFC1204DD-MF,13539
GVKPIL,GVKPIL-BL,13230
67KA30,67KA30-SG,170
718WB35,718WB35-SG,22144
IL&FSTRANS,IL&FSTRANS-BZ,9381
NEXT50,NEXT50-EQ,17181
H1158D46DD,H1158D46DD-MF,10499
KOLTEPATIL,KOLTEPATIL-BL,15127
LUPIN,LUPIN-BL,12565
CLEAN,CLEAN-BL,5052
EMKAY,EMKAY-BL,13425
JOCIL,JOCIL-BL,16930
729AP30,729AP30-SG,21643
774AP42,774AP42-SG,11417
H1162D46DD,H1162D46DD-MF,8538
ATL,ATL-EQ,17778
UNIONBANK,UNIONBANK-EQ,10753
DIL,DIL-BL,8667
NRL,NRL-EQ,13675
745HP33,745HP33-SG,17118
SFMP42GD,SFMP42GD-MF,3163
BHANDARI,BHANDARI-BL,19559
SHRIRAMFIN,SHRIRAMFIN-YI,498
GOLDIAM,GOLDIAM-BL,12405
HIRECT,HIRECT-BE,13894
735SK32,735SK32-SG,8699
JKIL,JKIL-EQ,15266
MEDICAMEQ,MEDICAMEQ-BL,6280
ANDREWYU,ANDREWYU-BL,5208
695PN40,695PN40-SG,319
KODYTECH,KODYTECH-ST,18754
897GS2030,897GS2030-GS,7011
TATACAPHSG,TATACAPHSG-NB,16894
717GJ30,717GJ30-SG,22214
708AP40,708AP40-SG,6487
SAIL,SAIL-BL,12728
704UP30,704UP30-SG,22085
SHAILY,SHAILY-EQ,8727
57MH24,57MH24-SG,80
AVANTIFEED,AVANTIFEED-EQ,7936
PPAP,PPAP-EQ,15209
JAYAGROGN,JAYAGROGN-BL,12504
SUBEXLTD,SUBEXLTD-BL,968
NIFTY50 VALUE 20,Nifty50 Value 20,99926045
AXISTECETF,AXISTECETF-EQ,3010
KERNEX,KERNEX-BE,13125
ONMOBILE,ONMOBILE-EQ,15278
GMBREW,GMBREW-EQ,1168
696JK35,696JK35-SG,314
SETCO,SETCO-BE,17518
GNA,GNA-EQ,18571
762PN32,762PN32-SG,12673
CREDITACC,CREDITACC-NB,18480
KORE,KORE-SM,10889
761TN32,761TN32-SG,10852
774AP31,774AP31-SG,10647
754AS28,754AS28-SG,10646
RSYSTEMS,RSYSTEMS-BL,13416
744TN33,744TN33-SG,15310
FICRFD3DPD,FICRFD3DPD-MF,18180
745SK32,745SK32-SG,10966
774MP43,774MP43-SG,14656
TATACOFFEE,TATACOFFEE-EQ,724
IIFL,IIFL-NO,13833
NSLNISP,NSLNISP-BL,14181
JIOFIN,JIOFIN-EQ,18143
JAYSREETEA,JAYSREETEA-EQ,1720
CUPID,CUPID-EQ,18520
MANGLMCEM,MANGLMCEM-BL,12581
TIPSINDLTD,TIPSINDLTD-BL,12159
SFMP1DD,SFMP1DD-MF,9516
737AP38,737AP38-SG,8122
MVGJL,MVGJL-EQ,19015
ARMANFIN,ARMANFIN-EQ,17263
QGOLDHALF,QGOLDHALF-BL,15331
IIFL,IIFL-N7,19047
759PN33,759PN33-SG,15019
698AP36,698AP36-SG,5668
SHAHALLOYS,SHAHALLOYS-BE,11859
RILINFRA,RILINFRA-SM,9854
364D010824,364D010824-TB,17683
795AP38,795AP38-SG,10214
64KA30A,64KA30A-SG,22452
182D220224,182D220224-TB,18227
PPLPHARMA,PPLPHARMA-BL,11572
HARIOMPIPE,HARIOMPIPE-EQ,8968
783PN42,783PN42-SG,11769
IIHFL,IIHFL-NB,7666
IFBAGRO,IFBAGRO-BL,12087
SANGHVIMOV,SANGHVIMOV-BL,14061
HFMPCC50DD,HFMPCC50DD-MF,18185
REPL,REPL-EQ,1480
ZENSARTECH,ZENSARTECH-BL,12906
COFORGE,COFORGE-EQ,11543
VARDHACRLC,VARDHACRLC-BL,12867
662NL30,662NL30-SG,1428
MTARTECH,MTARTECH-BL,2718
767WB41,767WB41-SG,13401
CONCOR,CONCOR-EQ,4749
INDIAMART,INDIAMART-EQ,10726
GOODYEAR,GOODYEAR-BL,337
AMBANIORG,AMBANIORG-SM,4083
H1876D46RD,H1876D46RD-MF,8776
APEX,APEX-BL,21626
77RJ32,77RJ32-SG,9532
FOODSIN,FOODSIN-BL,6690
673MP30,673MP30-SG,21981
CREDITACC,CREDITACC-N1,12427
ROTO,ROTO-BL,9055
DSPPSBKETF,DSPPSBKETF-EQ,17616
DEEPINDS,DEEPINDS-EQ,3292
527BR24,527BR24-SG,755
CMICABLES,CMICABLES-BE,19149
INDIANCARD,INDIANCARD-EQ,4422
DSPPVBKETF,DSPPVBKETF-EQ,17576
SGBJAN29X,SGBJAN29X-GB,2003
ALPSINDUS,ALPSINDUS-BL,12198
693GJ31,693GJ31-SG,2230
BANG,BANG-EQ,15303
SWARAJENG,SWARAJENG-EQ,3384
77HR34,77HR34-SG,12303
LUMAXIND,LUMAXIND-EQ,2018
GODREJCP,GODREJCP-BL,12401
APTUS,APTUS-EQ,5435
ALEMBICLTD,ALEMBICLTD-BL,12194
695RJ31,695RJ31-SG,2137
WELINV,WELINV-BE,19804
727ML32,727ML32-SG,8576
NHIT,NHIT-BL,6542
PGIMCSR3D,PGIMCSR3D-MF,17997
182D021123,182D021123-TB,15338
NKIND,NKIND-BL,12991
768UP32,768UP32-SG,11289
REFEX,REFEX-BL,17767
FAZE3Q,FAZE3Q-EQ,12000
WATERBASE,WATERBASE-BL,12134
714RJ30,714RJ30-SG,22074
DENORA,DENORA-EQ,4279
767NL32,767NL32-SG,10541
VOLTAS,VOLTAS-BL,12884
SGIL,SGIL-BE,5116
KALYANKJIL,KALYANKJIL-BL,2965
681KL31,681KL31-SG,4581
JOCIL,JOCIL-EQ,16927
AMJLAND,AMJLAND-EQ,2598
745UK30,745UK30-SG,22165
665TR35,665TR35-SG,1738
669TN50,669TN50-SG,22113
769GS2043,769GS2043-GS,9888
761JK42,761JK42-SG,13135
RAMASTEEL,RAMASTEEL-BL,10303
705UK31,705UK31-SG,7535
BIRLACABLE,BIRLACABLE-BL,12266
785PN42,785PN42-SG,11515
72MH28,72MH28-SG,15971
BPF02D2G,BPF02D2G-MF,18006
RENUKA,RENUKA-BL,12714
RANEENGINE,RANEENGINE-BE,16755
PRAENG,PRAENG-BL,13944
763ML25,763ML25-SG,11675
711AS30,711AS30-SG,20100
CREDITACC,CREDITACC-EQ,4421
MAFANG,MAFANG-EQ,3507
TIRUMALCHM,TIRUMALCHM-EQ,3496
ACL,ACL-BL,15421
DCMFINSERV,DCMFINSERV-EQ,4775
657GJ29,657GJ29-SG,20279
HANGSENG BEES-NAV,HangSeng BeES-NAV,99926016
709KA30,709KA30-SG,20313
SURANAT&P,SURANAT&P-BL,12800
767MP33,767MP33-SG,13965
SOLARINDS,SOLARINDS-EQ,13332
766AP32,766AP32-SG,13958
IBULHSGFIN,IBULHSGFIN-YA,7769
EIHAHOTELS,EIHAHOTELS-EQ,15399
SONACOMS,SONACOMS-EQ,4684
KALYANI,KALYANI-BE,19653
IBUCCREDIT,IBUCCREDIT-NG,14017
CIGNITITEC,CIGNITITEC-BL,5146
INDOAMIN,INDOAMIN-BL,9119
TECHM,TECHM-EQ,13538
TPLPLASTEH,TPLPLASTEH-BL,9222
PNBGILTS,PNBGILTS-BL,12676
DIXON,DIXON-EQ,21690
GODREJPROP,GODREJPROP-EQ,17875
IRISDOREME,IRISDOREME-BL,2279
RELIGARE,RELIGARE-EQ,15068
785AP40,785AP40-SG,11514
DKEGL,DKEGL-SM,6249
708JK36,708JK36-SG,5544
RAMRAT,RAMRAT-BL,10487
817GS2044,817GS2044-GS,7115
IBULHSGFIN,IBULHSGFIN-ZA,11814
ARIHANTACA,ARIHANTACA-SM,13340
DSSL,DSSL-BL,25693
BAJAJFINSV,BAJAJFINSV-EQ,16675
596PY26,596PY26-SG,5880
BALAJITELE,BALAJITELE-EQ,9158
MELSTAR,MELSTAR-BZ,17950
SREEL,SREEL-EQ,31837
PSB,PSB-EQ,21001
648RJ27,648RJ27-SG,8319
GILLANDERS,GILLANDERS-EQ,17839
662RJ30,662RJ30-SG,1369
SRGHFL,SRGHFL-EQ,18119
IBULHSGFIN,IBULHSGFIN-Y7,7761
RICHA,RICHA-SM,8208
ADANIPORTS,ADANIPORTS-BL,15086
GAEL,GAEL-BL,12378
RISHABH,RISHABH-BL,18420
730JK29,730JK29-SG,21651
749BR31,749BR31-SG,18204
GS020125C,GS020125C-GS,4108
AUTOAXLES,AUTOAXLES-EQ,278
DSPN50ETF,DSPN50ETF-EQ,7451
ANUP,ANUP-BL,9016
ASIANHOTNR,ASIANHOTNR-BL,18426
SADHNANIQ,SADHNANIQ-BL,15348
719AP38,719AP38-SG,5005
141NSETEST,141NSETEST-EQ,14781
664AP39,664AP39-SG,1866
ASLIND,ASLIND-SM,20502
DIAMINESQ,DIAMINESQ-EQ,18644
SRIRAM,SRIRAM-SZ,17015
J&KBANK,J&KBANK-EQ,5633
664SK31,664SK31-SG,1888
747AP37,747AP37-SG,15267
698GA31,698GA31-SG,7296
IBULHSGFIN,IBULHSGFIN-YI,9163
IBULHSGFIN,IBULHSGFIN-BL,30128
ARVSMART,ARVSMART-BL,10464
CAPACITE,CAPACITE-BL,21752
663KL30,663KL30-SG,21910
GENESYS,GENESYS-BL,12075
764TS33,764TS33-SG,14097
761RJ32,761RJ32-SG,13377
759CG30,759CG30-SG,22158
NEWGEN,NEWGEN-BL,1167
UNIINFO,UNIINFO-EQ,7791
GKWLIMITED,GKWLIMITED-BE,17360
AURIONPRO,AURIONPRO-BE,12025
692AS24,692AS24-SG,20568
774HR29,774HR29-SG,11676
MOHITIND,MOHITIND-EQ,29423
86GS2028,86GS2028-GS,7088
IOB,IOB-EQ,9348
NHAI,NHAI-NA,12003
69MN30,69MN30-SG,21926
JAICORPLTD,JAICORPLTD-EQ,5143
806JK37,806JK37-SG,10477
DSPBANKETF,DSPBANKETF-EQ,13644
747CG30,747CG30-SG,18689
STARHEALTH,STARHEALTH-EQ,7083
TIPSINDLTD,TIPSINDLTD-EQ,9117
HUBTOWN,HUBTOWN-EQ,14203
TAJGVK,TAJGVK-BL,12810
UTIRMP35P1,UTIRMP35P1-MF,12064
717KA30,717KA30-SG,20918
JALAN,JALAN-SM,20929
669UP30,669UP30-SG,22097
NOCIL,NOCIL-EQ,2442
IBULHSGFIN,IBULHSGFIN-AM,14714
764TN32,764TN32-SG,10544
AIRTELPP,AIRTELPP-BL,6438
744AP43,744AP43-SG,17669
EDELWEISS,EDELWEISS-BL,15122
KAKATCEM,KAKATCEM-BL,12530
WINDLAS,WINDLAS-BL,5370
H1162D46RG,H1162D46RG-MF,8553
697GS2026,697GS2026-GS,7158
ADANIENT,ADANIENT-EQ,25
LUXIND,LUXIND-EQ,11301
AURIONPRO,AURIONPRO-BL,12226
697TN46,697TN46-SG,3647
AUROPHARMA,AUROPHARMA-BL,12227
66AS30A,66AS30A-SG,1645
INDUSINDBK,INDUSINDBK-BL,12485
GHCL,GHCL-EQ,1127
PGIMCSA2D,PGIMCSA2D-MF,17986
707GJ31,707GJ31-SG,2381
SABTN,SABTN-BE,15060
GANECOS,GANECOS-EQ,6944
577GJ25,577GJ25-SG,7809
LXCHEM,LXCHEM-EQ,2841
VARROC,VARROC-BL,3860
538RJ24,538RJ24-SG,22045
705AP35,705AP35-SG,5527
697RJ31,697RJ31-SG,4997
UTIDMP35P3,UTIDMP35P3-MF,13942
609RJ26,609RJ26-SG,2125
WELSPUNIND,WELSPUNIND-EQ,11253
OBEROIRLTY,OBEROIRLTY-BL,20245
APCL,APCL-BL,20456
654AP30,654AP30-SG,20923
717TN30,717TN30-SG,8681
IBULHSGFIN,IBULHSGFIN-Y1,7740
789MH32,789MH32-SG,9822
726UP29,726UP29-SG,22082
BPF02D4R,BPF02D4R-MF,18010
GLOBUSSPR,GLOBUSSPR-BL,17427
ABFRL,ABFRL-EQ,30108
762GJ29,762GJ29-SG,11589
74RJ41,74RJ41-SG,18337
ELDEHSG,ELDEHSG-BL,8956
MANYAVAR,MANYAVAR-EQ,8167
DREAMFOLKS,DREAMFOLKS-BL,10863
NIDAN,NIDAN-SM,6592
KITEX,KITEX-EQ,28899
715GA30,715GA30-SG,20546
KECL,KECL-EQ,18220
COMPUSOFT,COMPUSOFT-EQ,31138
SHRIRAMFIN,SHRIRAMFIN-ZK,17179
GRETEX,GRETEX-SM,18741
729MP30,729MP30-SG,21980
INCREDIBLE,INCREDIBLE-BL,17510
IFD3GPD,IFD3GPD-MF,18177
693AP38,693AP38-SG,5889
NIFTY GS 4 8YR,Nifty GS 4 8Yr,99926052
IITL,IITL-BL,19528
FLUOROCHEM,FLUOROCHEM-BL,13806
YATRA,YATRA-BL,18766
SIEMENS,SIEMENS-BL,12760
EMAMILTD,EMAMILTD-BL,13521
MANGALAM,MANGALAM-EQ,11817
NIFTY GS 11 15YR,Nifty GS 11 15Yr,99926053
745AP42,745AP42-SG,10963
708AP35,708AP35-SG,6485
RECLTD,RECLTD-N7,30986
ECLFINANCE,ECLFINANCE-NR,7975
763TN47,763TN47-SG,12345
ANZEN,ANZEN-IV,11945
772BR33A,772BR33A-SG,14375
644GJ29,644GJ29-SG,20601
714UP30,714UP30-SG,22095
SETFNIF50,SETFNIF50-BL,10177
714HR31,714HR31-SG,2743
KOTHARIPET,KOTHARIPET-EQ,4594
TIJARIA,TIJARIA-EQ,25482
ICICIPRULI,ICICIPRULI-BL,18655
705HP35,705HP35-SG,2233
SUTLEJTEX,SUTLEJTEX-EQ,13801
KELLTONTEC,KELLTONTEC-BL,13449
GRANULES,GRANULES-EQ,11872
RAIN,RAIN-EQ,15337
KRBL,KRBL-BL,12550
GS070625C,GS070625C-GS,4138
ATGL,ATGL-BL,6071
AFFLE,AFFLE-EQ,11343
HDFC1406RD,HDFC1406RD-MF,10841
CAPLIPOINT,CAPLIPOINT-EQ,3906
EMIL,EMIL-EQ,11530
NAHARSPING,NAHARSPING-BL,14444
677TN31,677TN31-SG,3364
768GS2023,768GS2023-GS,7121
INDOSTAR,INDOSTAR-BL,3095
SHREYAS,SHREYAS-EQ,3129
IBULHSGFIN,IBULHSGFIN-YP,9221
TARACHAND,TARACHAND-SM,2117
746MP38,746MP38-SG,18527
KHANDSE,KHANDSE-BL,12100
MADHAV,MADHAV-BL,15154
SANSERA,SANSERA-BL,5763
TNTELE,TNTELE-BL,12160
SYNCOMF,SYNCOMF-BL,11994
HIGHWAYS,HIGHWAYS-BL,10760
739UP37,739UP37-SG,8705
AWL,AWL-BL,8115
SHERA,SHERA-SM,14172
IVZINGOLD,IVZINGOLD-BL,18293
66WB30,66WB30-SG,1721
UCL,UCL-SM,4212
CONFIPET,CONFIPET-BL,10241
692UP31,692UP31-SG,6000
PRAXIS,PRAXIS-BE,1216
713KA38,713KA38-SG,8301
762KL53,762KL53-SG,13624
NIFTYBEES,NIFTYBEES-EQ,10576
GATEWAY,GATEWAY-BL,8511
AAVAS,AAVAS-EQ,5385
SHILPAMED,SHILPAMED-BL,17755
782WB32,782WB32-SG,10252
SURYAROSNI,SURYAROSNI-EQ,3375
773TS34,773TS34-SG,14436
GANGESSECU,GANGESSECU-BL,21402
364D290224,364D290224-TB,14384
IBULHSG,IBULHSG-N1,18897
SHRIRAMFIN,SHRIRAMFIN-Z2,8663
GOODLUCK,GOODLUCK-BL,6129
776AP32,776AP32-SG,9438
GATECH,GATECH-BE,18018
ASTERDM,ASTERDM-EQ,1508
KIOCL,KIOCL-BL,19129
PIONEEREMB,PIONEEREMB-BL,13467
682JH34,682JH34-SG,3082
NHIT,NHIT-N1,11658
INFOMEDIA,INFOMEDIA-BL,13697
AIROLAM,AIROLAM-BE,6073
HDFC1359DQ,HDFC1359DQ-MF,11561
DHANILOANS,DHANILOANS-NW,8062
OPTIEMUS,OPTIEMUS-EQ,21469
CELEBRITY,CELEBRITY-EQ,13162
VARDHACRLC,VARDHACRLC-EQ,11220
676PN40,676PN40-SG,877
GALAXYSURF,GALAXYSURF-EQ,1315
GREENPOWER,GREENPOWER-BL,20113
RECLTD,RECLTD-N4,29614
JKPAPER,JKPAPER-BL,12520
APOLLOTYRE,APOLLOTYRE-BL,12210
TBZ,TBZ-EQ,27037
743PN48A,743PN48A-SG,17841
661KA35,661KA35-SG,22454
NIITLTD,NIITLTD-EQ,11522
INSECTICID,INSECTICID-EQ,14657
IBULHSGFIN,IBULHSGFIN-YR,9262
DRONE,DRONE-SM,17372
MIDCAPETF,MIDCAPETF-BL,8420
NATCOPHARM,NATCOPHARM-EQ,3918
647GJ30,647GJ30-SG,21422
CHEMCON,CHEMCON-EQ,270
SVLL,SVLL-BE,15126
INDIGRID,INDIGRID-NK,3470
744RJ36,744RJ36-SG,18408
INDIGOPNTS,INDIGOPNTS-EQ,2048
KARURVYSYA,KARURVYSYA-EQ,1838
ICICIBANKP,ICICIBANKP-EQ,11386
MOHEALTH,MOHEALTH-EQ,10508
693SK31,693SK31-SG,2913
L&TFINANCE,L&TFINANCE-NC,9214
66KA37,66KA37-SG,1950
KANORICHEM,KANORICHEM-EQ,1835
RPPINFRA,RPPINFRA-BE,20764
RAMCOIND,RAMCOIND-EQ,4587
SFMP41GR,SFMP41GR-MF,3109
MONARCH,MONARCH-BL,7685
694TS50A,694TS50A-SG,630
EMKAY,EMKAY-EQ,13421
MENONBE,MENONBE-BL,6968
GET&D,GET&D-BL,16786
HITECHGEAR,HITECHGEAR-EQ,4433
594RJ25,594RJ25-SG,3194
EBBETF0430,EBBETF0430-BL,16286
716GS2050,716GS2050-GS,18561
SHEMAROO,SHEMAROO-EQ,5068
729UP29,729UP29-SG,22099
PARAGMILK,PARAGMILK-BL,17133
AXISILVER,AXISILVER-EQ,11193
SYMPHONY,SYMPHONY-EQ,24190
70MN31B,70MN31B-SG,7530
VISASTEEL,VISASTEEL-BE,13298
NHIT,NHIT-IV,6531
74TS43,74TS43-SG,18412
ICICIMCAP,ICICIMCAP-EQ,17702
UTIRMP35P2,UTIRMP35P2-MF,13163
BEML,BEML-BL,12253
SAAKSHI,SAAKSHI-ST,19112
LUMAXTECH,LUMAXTECH-EQ,14014
ICICIMCAP,ICICIMCAP-BL,17703
SMLISUZU,SMLISUZU-BL,12808
MOMOMENTUM,MOMOMENTUM-EQ,8182
ANIKINDS,ANIKINDS-BE,16661
SKMEGGPROD,SKMEGGPROD-BL,12766
685WB30,685WB30-SG,22219
TEMBO,TEMBO-EQ,3275
MANGCHEFER,MANGCHEFER-BL,15010
768PN42,768PN42-SG,11276
SAHYADRI,SAHYADRI-BL,14905
779WB42,779WB42-SG,14447
ASHOKAMET,ASHOKAMET-BL,16948
VINNY,VINNY-BE,12506
GIPCL,GIPCL-BL,12393
GLFL,GLFL-EQ,1156
WINDMACHIN,WINDMACHIN-BE,24972
UTINEXT50,UTINEXT50-EQ,21478
TTKHLTCARE,TTKHLTCARE-BL,11372
GS220825C,GS220825C-GS,4180
777JK35,777JK35-SG,14437
669TS50,669TS50-SG,22371
NIFTY METAL,Nifty Metal,99926030
REMSONSIND,REMSONSIND-BL,12139
707AS31,707AS31-SG,2266
PIIND,PIIND-EQ,24184
HDFC1359RG,HDFC1359RG-MF,11563
779UP33,779UP33-SG,14829
683GJ30,683GJ30-SG,297
810KL32,810KL32-SG,21905
MAKEINDIA,MAKEINDIA-BL,7981
CHOLAFIN,CHOLAFIN-N9,17952
SKIPPER,SKIPPER-BL,9439
KSOLVES,KSOLVES-BE,11067
657GJ31,657GJ31-SG,2014
JAIPURKURT,JAIPURKURT-EQ,5516
AUROPHARMA,AUROPHARMA-EQ,275
708RJ30,708RJ30-SG,22035
QUICKHEAL,QUICKHEAL-EQ,13116
675GJ31,675GJ31-SG,4575
MUTHOOTCAP,MUTHOOTCAP-EQ,10415
HDFCLIQUID,HDFCLIQUID-EQ,18279
717HR29,717HR29-SG,20310
TRF,TRF-EQ,17987
685BR30,685BR30-SG,5556
PARADEEP,PARADEEP-EQ,9741
NYKAA,NYKAA-EQ,6545
65RJ30,65RJ30-SG,22372
77MZ35,77MZ35-SG,13256
733MP42,733MP42-SG,7861
672HR35,672HR35-SG,867
PIGL,PIGL-BL,15737
3IINFOLTD,3IINFOLTD-EQ,6232
GEOJITFSL,GEOJITFSL-BL,12385
UDAIPIGIII,UDAIPIGIII-MF,30959
HUDCO,HUDCO-NE,19970
JTLIND,JTLIND-BL,7291
APOLLOHOSP,APOLLOHOSP-BL,12209
512BR24,512BR24-SG,1071
745BR31,745BR31-SG,18320
MARCO,MARCO-ST,18785
NIFTY50 EQL WGT,NIFTY50 EQL Wgt,99926056
HNDFDS,HNDFDS-BL,12174
CLEAN,CLEAN-EQ,5049
ORIENTCEM,ORIENTCEM-BL,30092
68SK31,68SK31-SG,5745
738MP25,738MP25-SG,14526
HUDCO,HUDCO-N8,19928
RATNAMANI,RATNAMANI-BL,13455
SOMANYCERA,SOMANYCERA-BL,12154
APCOTEXIND,APCOTEXIND-BL,12207
746KL48,746KL48-SG,15324
766MP48,766MP48-SG,14559
PYRAMID,PYRAMID-BL,18254
ELECTCAST,ELECTCAST-EQ,928
DYNAMATECH,DYNAMATECH-EQ,4525
TOUCHWOOD,TOUCHWOOD-BE,16910
77AP32,77AP32-SG,14958
POONAWALLA,POONAWALLA-N6,9975
654GS2032,654GS2032-GS,7843
GMDCLTD,GMDCLTD-BL,12397
NEOGEN,NEOGEN-BL,9919
LAMBODHARA,LAMBODHARA-EQ,6407
PIGL,PIGL-BE,15730
RELIGARE,RELIGARE-BL,15071
SEJALLTD,SEJALLTD-BL,7092
RACE,RACE-BL,15400
691WB31,691WB31-SG,6897
PGIL,PGIL-BL,14262
NESTLEIND,NESTLEIND-EQ,17963
BDL,BDL-EQ,2144
TNIDETF,TNIDETF-BL,8887
AGARWALFT,AGARWALFT-SM,14263
655TR30,655TR30-SG,858
SGBNOV25,SGBNOV25-GB,458
ADL,ADL-BE,248
TCI,TCI-EQ,10580
TIINDIA,TIINDIA-BL,343
APTECHT,APTECHT-BL,12212
713AP39,713AP39-SG,8335
64KA30,64KA30-SG,22265
785AS32A,785AS32A-SG,11505
SANDHAR,SANDHAR-BL,2401
IRFC,IRFC-NK,11757
GROBTEA,GROBTEA-EQ,17770
INFOLLION,INFOLLION-SM,16588
712AP37,712AP37-SG,4789
667RJ50,667RJ50-SG,22080
LOWVOL,LOWVOL-BL,14790
747GA33,747GA33-SG,18403
WESTLIFE,WESTLIFE-BL,11659
669TN30,669TN30-SG,179
EUROBOND,EUROBOND-SM,7331
642PN30,642PN30-SG,22298
ALLSEC,ALLSEC-EQ,11798
JKTYRE,JKTYRE-EQ,14435
654RJ30,654RJ30-SG,22059
ELECTHERM,ELECTHERM-BL,14901
OPTIEMUS,OPTIEMUS-BL,21472
PFC,PFC-N1,19972
NTPC,NTPC-NA,10744
664AS30,664AS30-SG,1246
LCCINFOTEC,LCCINFOTEC-BE,7537
722GJ28,722GJ28-SG,16781
GUFICBIO,GUFICBIO-EQ,11606
5PAISA,5PAISA-EQ,445
707RJ46,707RJ46-SG,3763
AVG,AVG-EQ,15589
IBULHSG,IBULHSG-N2,18902
JBCHEPHARM,JBCHEPHARM-EQ,1726
CHOLAFIN,CHOLAFIN-N2,15370
772JK32,772JK32-SG,9717
INFIBEAM,INFIBEAM-BL,16296
DSPITETF,DSPITETF-EQ,17207
SFMP41DD,SFMP41DD-MF,3105
ASMS,ASMS-BZ,14867
AXSENSEX,AXSENSEX-EQ,14742
ZOTA,ZOTA-BL,11396
LOKESHMACH,LOKESHMACH-EQ,13436
DRL,DRL-SM,18769
723PN31,723PN31-SG,2557
FICRFD3GPD,FICRFD3GPD-MF,18181
782TN32,782TN32-SG,11693
781RJ47,781RJ47-SG,10219
364D040424,364D040424-TB,14969
66RJ30A,66RJ30A-SG,611
PRINCEPIPE,PRINCEPIPE-EQ,16045
HGINFRA,HGINFRA-BL,1677
FIVESTAR,FIVESTAR-BL,12036
KOTAKCONS,KOTAKCONS-BL,10520
DBREALTY,DBREALTY-BL,18127
NIF100BEES,NIF100BEES-BL,29578
RKFORGE,RKFORGE-BL,12719
11NSETEST,11NSETEST-EQ,12841
DHANILOANS,DHANILOANS-NS,8029
HUHTAMAKI,HUHTAMAKI-EQ,2562
GRWRHITECH,GRWRHITECH-BL,7999
647KA30,647KA30-SG,1080
719KA39,719KA39-SG,2768
HDFC1406RQ,HDFC1406RQ-MF,10843
712WB51,712WB51-SG,5542
ORIENTCEM,ORIENTCEM-EQ,30089
741AP30,741AP30-SG,15262
RVHL,RVHL-BL,1571
726GS2029,726GS2029-GS,8027
ZENTEC,ZENTEC-BL,7520
70MN31,70MN31-SG,4885
OILCOUNTUB,OILCOUNTUB-BE,8109
720ML30,720ML30-SG,22010
684JK31,684JK31-SG,3073
705MH32,705MH32-SG,466
778AP41,778AP41-SG,9450
DATAMATICS,DATAMATICS-EQ,11423
ABSLFTTIRG,ABSLFTTIRG-MF,4969
JINDALSTEL,JINDALSTEL-EQ,6733
724TN51,724TN51-SG,5091
714AP34,714AP34-SG,20019
TIRUPATI,TIRUPATI-SM,21868
75GA33,75GA33-SG,18082
780KA30,780KA30-SG,20964
KSHITIJPOL,KSHITIJPOL-BE,10412
649TN50,649TN50-SG,22136
735TN33A,735TN33A-SG,17323
PFIZER,PFIZER-BL,12670
56MH24,56MH24-SG,12
733AP33,733AP33-SG,16647
AIRTELPP,AIRTELPP-E1,6435
701UP31,701UP31-SG,5089
DANGEE,DANGEE-BL,1125
77HP38,77HP38-SG,13901
CHOLAFIN,CHOLAFIN-N8,17940
KECL,KECL-BL,18223
SBC,SBC-EQ,6792
SFMP42GR,SFMP42GR-MF,3166
041NSETEST,041NSETEST-EQ,14755
DCMFINSERV,DCMFINSERV-BL,12068
724RJ32,724RJ32-SG,7899
655RJ55,655RJ55-SG,22033
686PY34,686PY34-SG,2943
788MP33,788MP33-SG,11695
SGBNOV25IX,SGBNOV25IX-GB,540
PCHFL,PCHFL-N8,5151
HITECHCORP,HITECHCORP-BL,15164
ANGELONE,ANGELONE-BL,328
HINDCOPPER,HINDCOPPER-BL,17942
VETO,VETO-EQ,8652
ONMOBILE,ONMOBILE-BL,15281
PGIMCSR4D,PGIMCSR4D-MF,17998
GPPL,GPPL-EQ,19731
DALBHARAT,DALBHARAT-EQ,8075
NIFTYETF,NIFTYETF-EQ,6353
652KA30,652KA30-SG,1522
DISHTV,DISHTV-EQ,14537
714JK36,714JK36-SG,7543
ASPINWALL,ASPINWALL-EQ,17270
75BR31,75BR31-SG,18080
SUNDARAM,SUNDARAM-BL,18934
PSUBANKICI,PSUBANKICI-BL,14588
IIFL,IIFL-NY,17034
747TS41,747TS41-SG,17103
CMICABLES,CMICABLES-BL,19148
GTLINFRA,GTLINFRA-EQ,13745
L&TFINANCE,L&TFINANCE-ND,9216
SUNTECK,SUNTECK-EQ,17641
697AS31,697AS31-SG,5416
718TS51,718TS51-SG,4900
579KL24,579KL24-SG,288
GILLETTE,GILLETTE-BL,12482
HUDCO,HUDCO-BL,20828
GILLANDERS,GILLANDERS-BL,17842
TEXMOPIPES,TEXMOPIPES-BE,18218
TITAN,TITAN-EQ,3506
768GJ30,768GJ30-SG,14156
ANANTRAJ,ANANTRAJ-BL,13618
736TS36,736TS36-SG,8703
IVZINGOLD,IVZINGOLD-EQ,18292
695MH31,695MH31-SG,5035
693HP32,693HP32-SG,6880
IBULHSGFIN,IBULHSGFIN-YW,11322
GSFC,GSFC-EQ,1247
685GA31B,685GA31B-SG,5674
ITI,ITI-EQ,1675
ASIANPAINT,ASIANPAINT-EQ,236
KOTAKLOVOL,KOTAKLOVOL-EQ,8632
68KL31,68KL31-SG,3070
655AP28,655AP28-SG,21549
757HP31,757HP31-SG,10526
INFY,INFY-EQ,1594
